NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
PIEZO.ST;PIEZOMOTOR UPPSALA;78.6;363;71.9;529;65.2;654;71.9;515;9.83;2.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PIEZO.ST;11;123299;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123299&marketid=11
PLAZ-B.ST;PLATZER FASTIGHETER;57.9;123;45.7;126;49.3;180;51.0;143;1.7;0.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;N/A;N/A;N/A
PLED.ST;PLED PHARMA;58.8;109;64.1;116;50.7;138;57.9;121;0.47;-0.48;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLED.ST;11;81313;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81313&marketid=11
PNDX-B.ST;PANDOX;78.6;127;78.1;136;67.6;156;74.8;139;1.62;0.75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;N/A;N/A;N/A
PNVA.NGM;PAYNOVA;47.1;88;55.6;121;54.1;160;52.3;123;1.83;-0.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;N/A;N/A;N/A
POLY.ST;POLYPLANK;57.1;106;66.7;115;62.2;354;62.0;191;4.44;-1.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST;11;87179;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87179&marketid=11
POLYG.ST;POLYGIENE;50.0;98;38.5;84;44.3;111;44.3;97;1.0;-0.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;11;119989;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119989&marketid=11
POOL-B.ST;POOLIA B;42.1;83;31.7;69;38.7;77;37.5;76;-0.16;-0.88;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;N/A;N/A;N/A
PRCO-B.ST;PRECIO FISHBONE B;46.7;105;55.2;105;57.9;118;53.3;109;0.9;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRCO-B.ST;N/A;N/A;N/A
PREC.ST;PRECISE BIOMETRICS;41.2;80;52.0;127;54.0;744;49.1;317;7.25;-1.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREC.ST;11;10751;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=10751&marketid=11
PREV-B.ST;PREVAS B;46.7;119;31.4;100;39.0;122;39.0;113;1.09;-1.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;N/A;N/A;N/A
PRIC-B.ST;PRICER B;64.7;107;60.6;106;60.6;170;62.0;127;1.95;0.82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;N/A;N/A;N/A
PRIME.ST;PRIME LIVING;87.5;114;65.0;140;63.6;287;72.0;180;5.14;1.96;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIME.ST;11;110385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110385&marketid=11
PRLD.NGM;PROLIGHT DIAGNOSTICS;69.2;1156;66.7;1679;66.7;1679;67.5;1504;45.76;11.76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRLD.NGM;N/A;N/A;N/A
PROB.ST;PROBI AB;73.3;153;72.2;203;69.7;985;71.7;447;7.54;5.49;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROB.ST;11;27701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27701&marketid=11
PROF-B.ST;PROFILGRUPPEN B;57.9;121;56.1;124;55.7;276;56.6;173;4.24;1.03;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST;N/A;N/A;N/A
PXXS-SDB.ST;PEARL EXPLORATION AND PROD GDR;69.2;127;54.3;176;49.2;513;57.6;272;5.26;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST;N/A;N/A;N/A
QLRO.ST;QLIRO GROUP;40.0;93;50.0;115;55.4;221;48.5;143;2.58;1.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QLRO.ST;11;79303;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79303&marketid=11
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;22.2;97;22.2;96;30.4;97;24.9;96;0.14;-0.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;N/A;N/A;N/A
RATO-A.ST;RATOS A;75.0;129;63.9;141;64.8;244;67.9;171;1.85;0.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST;N/A;N/A;N/A
RATO-B.ST;RATOS B;66.7;110;64.7;118;60.0;151;63.8;126;1.29;0.61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-B.ST;N/A;N/A;N/A
RAY-B.ST;RAYSEARCH LABORATORIES B;88.9;169;75.0;204;66.7;503;76.9;292;5.52;3.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RAY-B.ST;N/A;N/A;N/A
RECI-B.ST;RECIPHARM AB;65.0;119;57.9;144;62.9;235;61.9;166;1.66;1.02;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RECI-B.ST;N/A;N/A;N/A
REJL-B.ST;REJLERS B;57.1;106;60.0;148;57.1;207;58.1;153;2.0;-0.31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REJL-B.ST;N/A;N/A;N/A
RENT.NGM;RENTUNDER HOLDING;76.5;150;77.3;157;77.3;157;77.0;154;2.73;1.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RENT.NGM;N/A;N/A;N/A
RESURS.ST;RESURS HOLDING;41.2;92;61.3;116;69.8;174;57.4;127;2.32;1.04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RESURS.ST;11;121360;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121360&marketid=11
REZT.ST;REZIDOR HOTEL GROUP;63.2;119;52.6;112;61.7;143;59.2;124;0.89;0.08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REZT.ST;11;37352;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37352&marketid=11
RISEN.NGM;RIPASSO ENERGY;68.4;366;70.3;420;67.5;376;68.7;387;11.95;0.44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RISEN.NGM;N/A;N/A;N/A
RLS.ST;RUBICON LIFE SCIENCE;71.4;196;59.3;199;56.1;358;62.3;251;4.69;0.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RLS.ST;N/A;N/A;N/A
RNBS.ST;RETAIL AND BRANDS;42.9;96;41.5;87;49.3;149;44.6;110;0.99;-0.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;11;13467;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13467&marketid=11
RROS.ST;ROTTNEROS;75.0;122;51.5;133;50.8;150;59.1;135;1.39;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RROS.ST;11;930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=930&marketid=11
RTC.ST;RETHINKING CARE SWEDEN;63.6;108;55.6;139;55.6;139;58.3;128;3.72;-0.55;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RTC.ST;11;131080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=131080&marketid=11
SAAB-B.ST;SAAB B;70.6;112;80.6;182;66.2;253;72.5;182;2.46;1.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAAB-B.ST;N/A;N/A;N/A
SAGA-A.ST;SAGAX;40.0;97;50.0;114;53.7;231;47.9;147;3.06;0.67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-A.ST;N/A;N/A;N/A
SAGA-B.ST;SAGAX B;52.9;95;51.4;101;52.2;146;52.2;114;1.66;0.61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-B.ST;N/A;N/A;N/A
SAGA-D.ST;SAGAX LINE D;38.5;100;59.3;112;54.5;110;50.8;107;1.09;0.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-D.ST;N/A;N/A;N/A
SAGA-PREF.ST;SAGAX PRF;52.9;95;64.5;104;58.0;110;58.5;103;0.56;0.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-PREF.ST;N/A;N/A;N/A
SALT-B.ST;SALTX TECHNOLOGY HOLDING;57.1;140;60.0;667;58.0;5896;58.4;2234;14.47;1.93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-B.ST;N/A;N/A;N/A
SALT-TO-2B.ST;SALTX TECHNOLOGY HOLDING SUBSCR OPT;69.2;154;70.4;723;71.4;1696;70.3;857;22.53;1.57;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-TO-2B.ST;N/A;N/A;N/A
SAND.ST;SANDVIK;71.4;121;52.5;111;53.3;171;59.1;134;1.67;0.88;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAND.ST;11;4928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4928&marketid=11
SANION.ST;SANIONA A/S;69.2;125;75.9;210;73.8;1077;73.0;470;6.55;3.85;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SANION.ST;11;100428;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100428&marketid=11
SAPIAB.ST;SALTANGEN;47.4;109;41.5;108;42.3;116;43.7;111;0.67;0.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;N/A;N/A;N/A
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;15.8;56;24.1;41;24.1;41;21.3;46;-3.75;-4.21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;N/A;N/A;N/A
SAS.ST;SAS;55.6;125;59.4;222;55.3;263;56.8;203;2.4;-0.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST;11;13557;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13557&marketid=11
SAS-PREF.ST;SAS PRF;;;;;;;;;;;;N/A;N/A;N/A
SAVOS.ST;SAVO SOLAR;58.8;153;64.5;1718;63.9;4909;62.4;2260;10.15;0.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAVOS.ST;11;108026;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108026&marketid=11
SAXG.ST;SAXLUND GROUP;35.0;101;36.4;137;47.6;159;39.7;132;-2.02;-0.87;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;11;32880;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32880&marketid=11
SBB-B.ST;SAMHALLSBYGGNADSBOLAGET I NORDEN;47.6;110;54.3;137;50.6;266;50.8;171;3.19;0.38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SBB-B.ST;N/A;N/A;N/A
SCA-A.ST;SVENSKA CELLULOSA A;56.2;136;47.6;145;56.6;181;53.5;154;1.84;0.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-A.ST;N/A;N/A;N/A
SCA-B.ST;SVENSKA CELLULOSA B;66.7;130;62.9;142;55.4;144;61.7;138;1.51;0.79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-B.ST;N/A;N/A;N/A
SCST.ST;SCANDI STANDARD;33.3;99;36.4;87;45.6;110;38.4;98;0.64;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCST.ST;11;101634;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101634&marketid=11
SDIP-B.ST;SDIPTECH;70.0;127;63.0;127;63.0;127;65.3;127;1.08;-0.77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-B.ST;N/A;N/A;N/A
SDIP-PREF.ST;SDIPTECH PRF;5.3;89;29.0;102;29.7;96;21.3;95;0.53;-0.25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-PREF.ST;N/A;N/A;N/A
SDOS.ST;SCANDIDOS;62.5;145;64.3;261;48.5;214;58.4;206;3.02;0.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST;11;100380;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100380&marketid=11
SEAM.ST;SEAMLESS DISTRIBUTION B;;;;;;;;;;;;N/A;N/A;N/A
SEB-A.ST;SE BANKEN A;55.0;103;52.3;96;60.5;139;55.9;112;1.46;0.27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-A.ST;N/A;N/A;N/A
SEB-C.ST;SE BANKEN C;75.0;110;63.9;103;64.3;146;67.7;119;1.36;0.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-C.ST;N/A;N/A;N/A
SECARE.ST;SWEDENCARE;50.0;125;61.3;138;54.0;123;55.1;128;1.7;0.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECARE.ST;11;123400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123400&marketid=11
SECI.ST;SECITS HOLDING;47.1;73;52.2;93;52.2;93;50.5;86;-0.4;-3.06;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECI.ST;11;137562;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137562&marketid=11
SECT-B.ST;SECTRA B;33.3;103;37.1;118;43.8;184;38.1;135;2.36;0.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;N/A;N/A;N/A
SECU-B.ST;SECURITAS B;81.2;114;67.7;128;63.1;141;70.7;127;1.3;1.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECU-B.ST;N/A;N/A;N/A
SEMC.ST;SEMCON;41.2;115;47.1;128;44.8;193;44.4;145;2.36;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST;11;1054;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1054&marketid=11
SENS.ST;SENSYS GATSO;60.9;241;59.5;356;64.4;513;61.6;370;4.34;0.13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SENS.ST;11;12241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=12241&marketid=11
SERT.ST;SERSTECH;55.6;316;58.8;493;56.2;7524;56.9;2777;20.93;-0.51;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SERT.ST;11;96216;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=96216&marketid=11
SES.ST;SCAND ENVIRO SYS;61.5;542;58.6;687;53.7;1319;57.9;849;9.86;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SES.ST;11;101603;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101603&marketid=11
SEYE.ST;SMART EYE;77.3;85;70.0;109;70.0;109;72.4;101;1.89;1.52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEYE.ST;11;128635;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128635&marketid=11
SEZI.ST;SENZIME;55.6;111;52.9;116;56.2;257;54.9;161;3.92;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEZI.ST;11;56147;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56147&marketid=11
SF.ST;STILLFRONT GROUP;85.7;168;67.7;285;61.2;410;71.5;287;5.26;1.17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SF.ST;11;116312;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116312&marketid=11
SHB-A.ST;SVENSKA HANDELSBANKEN A;73.3;107;62.9;104;62.2;139;66.1;116;1.15;0.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;N/A;N/A;N/A
SHB-B.ST;HANDELSBANKEN B;61.9;115;71.1;125;68.0;162;67.0;134;1.36;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-B.ST;N/A;N/A;N/A
SHOT.ST;SCANDIC HOTELS GROUP;52.6;115;51.6;123;47.8;177;50.7;138;2.06;0.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHOT.ST;11;115964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115964&marketid=11
SIMRIS-B.ST;SIMRIS ALG;60.0;169;45.5;163;55.1;258;53.5;196;4.11;0.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;N/A;N/A;N/A
SINT.ST;SINTERCAST;75.0;126;45.5;105;45.7;100;55.4;110;0.13;-0.61;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;11;1058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1058&marketid=11
SJR-B.ST;SJR B;64.7;114;57.1;132;56.3;142;59.4;129;1.6;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SJR-B.ST;N/A;N/A;N/A
SKA-B.ST;SKANSKA B;50.0;109;53.7;116;52.4;137;52.0;120;0.86;0.11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKA-B.ST;N/A;N/A;N/A
SKF-A.ST;SKF A;61.9;109;58.5;138;55.2;170;58.5;139;1.62;0.34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-A.ST;N/A;N/A;N/A
SKF-B.ST;SKF B;75.0;111;55.9;134;57.1;158;62.7;134;1.76;0.89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-B.ST;N/A;N/A;N/A
SKIS-B.ST;SKISTAR B;86.7;125;75.8;197;57.7;254;73.4;192;2.94;1.44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKIS-B.ST;N/A;N/A;N/A
SMF.ST;SEMAFO;73.3;126;59.5;119;60.9;302;64.6;182;3.25;2.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SMF.ST;11;84981;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=84981&marketid=11
SNM.ST;SHAMARAN PETROLEUM;72.2;154;74.1;212;60.6;395;69.0;253;3.37;0.47;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SNM.ST;11;82824;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82824&marketid=11
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;86.7;119;64.9;119;59.7;130;70.4;122;1.22;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;11;36316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36316&marketid=11
SOF-B.ST;SOFTRONIC B;46.7;115;48.4;162;40.0;169;45.0;148;2.31;0.3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOF-B.ST;N/A;N/A;N/A
SOLT.ST;SOLTECH ENERGY;72.2;233;69.2;300;72.5;439;71.3;324;5.39;2.26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOLT.ST;11;110738;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110738&marketid=11
SONE.ST;SONETEL;41.7;90;57.9;122;57.9;122;52.5;111;1.26;2.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SONE.ST;11;136229;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136229&marketid=11
SOSIL.NGM;SOTKAMO SILVER;50.0;98;44.1;74;51.7;272;48.6;148;4.54;-0.43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;N/A;N/A;N/A
SPIFFX.ST;SPIFFX;71.4;528;71.4;738;57.1;1095;66.6;787;9.25;-1.41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPIFFX.ST;11;108517;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108517&marketid=11
SPOR.ST;SPORTAMORE;82.4;151;78.8;244;71.6;556;77.6;317;6.0;3.62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPOR.ST;11;90180;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90180&marketid=11
SPRINT.ST;SPRINT BIOSCIENCE;21.1;66;37.0;93;46.6;151;34.9;103;1.75;-1.16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPRINT.ST;11;103613;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103613&marketid=11
SRNKE-B.ST;SERNEKE GROUP;63.2;116;58.5;140;60.5;147;60.7;134;1.77;0.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SRNKE-B.ST;N/A;N/A;N/A
SSAB-A.ST;SSAB A;61.1;123;67.5;169;65.4;347;64.7;213;3.91;2.45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-A.ST;N/A;N/A;N/A
SSAB-B.ST;SSAB B;80.0;130;80.0;185;69.9;352;76.6;222;3.68;1.94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-B.ST;N/A;N/A;N/A
SSM.ST;SSM HOLDING;72.2;183;62.5;180;62.5;180;65.7;181;1.66;0.1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;11;135659;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135659&marketid=11
STAR-A.ST;STARBREEZE A;71.4;240;74.2;304;72.4;821;72.7;455;6.21;3.24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-A.ST;N/A;N/A;N/A
STAR-B.ST;STARBREEZE B;65.0;161;60.5;152;61.4;329;62.3;214;3.67;1.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST;N/A;N/A;N/A
STE-A.ST;STORA ENSO A;68.2;124;62.0;141;62.5;190;64.2;151;1.98;1.69;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-A.ST;N/A;N/A;N/A
STEF-B.ST;STENDORREN FASTIGHETER;60.0;99;54.8;98;59.0;153;57.9;116;1.83;0.93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STEF-B.ST;N/A;N/A;N/A
STE-R.ST;STORA ENSO R;61.1;111;56.8;135;58.8;191;58.9;145;2.36;1.54;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-R.ST;N/A;N/A;N/A
STIL.ST;STILLE;41.2;119;58.1;168;60.0;400;53.1;229;5.76;2.37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STIL.ST;11;32001;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32001&marketid=11
STRAX.ST;STRAX;50.0;105;52.9;116;50.7;143;51.2;121;1.43;1.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;11;5116;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5116&marketid=11
STW.ST;SEATWIRL;68.4;159;60.6;263;60.0;321;63.0;247;4.53;-0.58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STW.ST;11;130457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130457&marketid=11
SUSW.ST;SURGICAL SCIENCE SWEDEN;77.8;113;75.0;131;75.0;131;75.9;125;2.72;2.35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;N/A;N/A;N/A
SVED-B.ST;SVEDBERGS I DALSTORP B;47.1;102;39.5;91;46.1;116;44.2;103;0.98;-0.22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;N/A;N/A;N/A
SVIK.ST;STUDSVIK;60.0;107;48.6;110;46.7;301;51.8;172;2.75;0.0;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST;11;13094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13094&marketid=11
SVOL-A.ST;SVOLDER A;62.5;104;50.0;116;52.8;176;55.1;132;3.85;1.4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;N/A;N/A;N/A
SVOL-B.ST;SVOLDER B;70.0;102;66.7;131;63.2;240;66.6;157;2.85;1.98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-B.ST;N/A;N/A;N/A
SWEC-A.ST;SWECO A;35.3;90;34.4;84;51.3;187;40.3;120;1.78;0.68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST;N/A;N/A;N/A
SWEC-B.ST;SWECO B;81.8;138;72.7;153;65.9;219;73.5;170;1.71;0.78;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-B.ST;N/A;N/A;N/A
SWED-A.ST;SWEDBANK A;75.0;109;42.1;92;47.4;112;54.8;104;0.72;0.18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWED-A.ST;N/A;N/A;N/A
SWMA.ST;SWEDISH MATCH;69.2;112;58.1;112;59.1;128;62.1;117;1.41;0.39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWMA.ST;N/A;N/A;N/A
SWOL-B.ST;SWEDOL B;66.7;103;45.5;107;53.8;194;55.3;134;2.37;0.65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWOL-B.ST;N/A;N/A;N/A
SYSR.ST;SYSTEMAIR;57.9;101;46.7;97;40.0;97;48.2;98;0.37;-0.44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SYSR.ST;11;43007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43007&marketid=11
TALK.ST;TALKPOOL;59.1;185;61.1;195;63.3;258;61.2;212;3.59;1.8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TALK.ST;11;122573;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122573&marketid=11
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;75.0;154;65.4;201;65.4;201;68.6;185;4.3;0.63;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;11;135872;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135872&marketid=11
