NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT;MONTH_6_VALUE;MONTH_12_PERCENT;MONTH_12_VALUE;MONTH_24_PERCENT;MONTH_24_VALUE;AVERAGE_PERCENT;AVERAGE_VALUE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
SAGA-B.ST;SAGAX B;50.0;95;50.0;102;51.4;152;50.5;116;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-B.ST;N/A;N/A;N/A
SAGA-D.ST;SAGAX LINE D;38.5;100;59.3;112;54.5;110;50.8;107;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-D.ST;N/A;N/A;N/A
SAGA-PREF.ST;SAGAX PRF;52.9;95;64.5;104;58.0;110;58.5;103;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-PREF.ST;N/A;N/A;N/A
SALT-B.ST;SALTX TECHNOLOGY HOLDING;57.1;140;60.0;667;57.1;5443;58.1;2083;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-B.ST;N/A;N/A;N/A
SALT-TO-2B.ST;SALTX TECHNOLOGY HOLDING SUBSCR OPT;66.7;150;69.2;701;70.6;1644;68.8;831;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-TO-2B.ST;N/A;N/A;N/A
SAND.ST;SANDVIK;64.3;121;50.0;111;52.2;171;55.5;134;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAND.ST;11;4928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4928&marketid=11
SANION.ST;SANIONA A/S;66.7;125;75.0;210;72.7;1598;71.5;644;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SANION.ST;11;100428;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100428&marketid=11
SAPIAB.ST;SALTANGEN;47.4;109;41.5;108;42.3;116;43.7;111;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;N/A;N/A;N/A
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;21.1;56;27.6;41;27.6;41;25.4;46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;N/A;N/A;N/A
SAS.ST;SAS;55.6;125;57.6;219;55.3;263;56.2;202;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST;11;13557;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13557&marketid=11
SAS-PREF.ST;SAS PRF;;;;;;;;;;N/A;N/A;N/A
SAVOS.ST;SAVO SOLAR;58.8;153;64.5;1718;63.9;4909;62.4;2260;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAVOS.ST;11;108026;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108026&marketid=11
SAXG.ST;SAXLUND GROUP;35.0;101;36.4;137;49.2;218;40.2;152;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;11;32880;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32880&marketid=11
SBB-B.ST;SAMHALLSBYGGNADSBOLAGET I NORDEN;47.6;110;54.3;137;50.6;266;50.8;171;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SBB-B.ST;N/A;N/A;N/A
SCA-A.ST;SVENSKA CELLULOSA A;60.0;136;48.8;145;58.4;184;55.7;155;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-A.ST;N/A;N/A;N/A
SCA-B.ST;SVENSKA CELLULOSA B;63.2;129;62.2;145;55.4;144;60.3;139;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-B.ST;N/A;N/A;N/A
SCST.ST;SCANDI STANDARD;28.6;99;34.9;87;44.9;110;36.1;98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCST.ST;11;101634;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101634&marketid=11
SDIP-B.ST;SDIPTECH;70.0;114;65.4;116;65.4;116;66.9;115;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-B.ST;N/A;N/A;N/A
SDIP-PREF.ST;SDIPTECH PRF;5.3;89;28.1;101;29.7;96;21.0;95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-PREF.ST;N/A;N/A;N/A
SDOS.ST;SCANDIDOS;62.5;145;63.3;263;48.5;214;58.1;207;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST;11;100380;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100380&marketid=11
SEAM.ST;SEAMLESS DISTRIBUTION B;;;;;;;;;;N/A;N/A;N/A
SEB-A.ST;SE BANKEN A;57.1;104;53.3;97;59.7;133;56.7;111;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-A.ST;N/A;N/A;N/A
SEB-C.ST;SE BANKEN C;73.7;109;62.2;101;64.8;152;66.9;120;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-C.ST;N/A;N/A;N/A
SECARE.ST;SWEDENCARE;50.0;125;61.3;138;54.0;123;55.1;128;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECARE.ST;11;123400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123400&marketid=11
SECI.ST;SECITS HOLDING;47.1;73;52.2;93;52.2;93;50.5;86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECI.ST;11;137562;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137562&marketid=11
SECT-B.ST;SECTRA B;35.0;105;38.2;120;44.4;187;39.2;137;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;N/A;N/A;N/A
SECU-B.ST;SECURITAS B;76.5;114;67.7;128;63.1;141;69.1;127;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECU-B.ST;N/A;N/A;N/A
SEMC.ST;SEMCON;41.2;115;47.1;128;45.6;194;44.6;145;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST;11;1054;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1054&marketid=11
SENS.ST;SENSYS GATSO;60.9;241;59.5;356;64.4;513;61.6;370;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SENS.ST;11;12241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=12241&marketid=11
SERT.ST;SERSTECH;55.6;316;58.8;493;57.6;8518;57.3;3109;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SERT.ST;11;96216;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=96216&marketid=11
SES.ST;SCAND ENVIRO SYS;58.3;479;57.1;608;53.0;1167;56.1;751;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SES.ST;11;101603;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101603&marketid=11
SEYE.ST;SMART EYE;76.2;86;69.2;110;69.2;110;71.5;102;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEYE.ST;11;128635;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128635&marketid=11
SEZI.ST;SENZIME;52.9;110;51.5;114;55.4;274;53.3;166;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEZI.ST;11;56147;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56147&marketid=11
SF.ST;STILLFRONT GROUP;77.8;236;67.7;285;61.2;410;68.9;310;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SF.ST;11;116312;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116312&marketid=11
SHB-A.ST;SVENSKA HANDELSBANKEN A;76.5;115;62.9;104;62.2;139;67.2;119;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;N/A;N/A;N/A
SHB-B.ST;HANDELSBANKEN B;61.9;115;69.2;123;68.0;162;66.4;133;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-B.ST;N/A;N/A;N/A
SHOT.ST;SCANDIC HOTELS GROUP;52.6;115;51.6;123;47.8;177;50.7;138;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHOT.ST;11;115964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115964&marketid=11
SIMRIS-B.ST;SIMRIS ALG;56.2;163;45.5;163;55.1;258;52.3;194;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;N/A;N/A;N/A
SINT.ST;SINTERCAST;81.8;127;46.9;106;46.4;101;58.4;111;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;11;1058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1058&marketid=11
SJR-B.ST;SJR B;64.7;114;57.1;132;56.3;142;59.4;129;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SJR-B.ST;N/A;N/A;N/A
SKA-B.ST;SKANSKA B;47.1;107;51.2;113;51.8;133;50.0;117;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKA-B.ST;N/A;N/A;N/A
SKF-A.ST;SKF A;68.2;117;60.0;137;55.8;169;61.3;141;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-A.ST;N/A;N/A;N/A
SKF-B.ST;SKF B;75.0;111;55.9;134;56.4;156;62.4;133;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-B.ST;N/A;N/A;N/A
SKIS-B.ST;SKISTAR B;86.7;125;75.8;197;57.7;254;73.4;192;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKIS-B.ST;N/A;N/A;N/A
SMF.ST;SEMAFO;73.3;126;59.5;119;60.9;302;64.6;182;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SMF.ST;11;84981;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=84981&marketid=11
SNM.ST;SHAMARAN PETROLEUM;76.5;156;76.9;215;61.5;399;71.6;256;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SNM.ST;11;82824;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82824&marketid=11
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;86.7;119;64.9;119;59.7;130;70.4;122;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;11;36316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36316&marketid=11
SOF-B.ST;SOFTRONIC B;42.9;115;46.7;162;39.1;169;42.9;148;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOF-B.ST;N/A;N/A;N/A
SOLT.ST;SOLTECH ENERGY;72.2;233;69.2;300;71.2;389;70.9;307;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOLT.ST;11;110738;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110738&marketid=11
SONE.ST;SONETEL;46.2;96;57.9;122;57.9;122;54.0;113;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SONE.ST;11;136229;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136229&marketid=11
SOSIL.NGM;SOTKAMO SILVER;50.0;98;44.1;74;51.7;272;48.6;148;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;N/A;N/A;N/A
SPIFFX.ST;SPIFFX;69.2;539;70.4;755;56.4;1119;65.3;804;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPIFFX.ST;11;108517;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108517&marketid=11
SPOR.ST;SPORTAMORE;81.2;144;78.1;233;70.6;559;76.6;312;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPOR.ST;11;90180;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90180&marketid=11
SPRINT.ST;SPRINT BIOSCIENCE;21.1;66;37.0;93;46.6;151;34.9;103;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPRINT.ST;11;103613;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103613&marketid=11
SRNKE-B.ST;SERNEKE GROUP;66.7;119;58.5;140;60.5;147;61.9;135;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SRNKE-B.ST;N/A;N/A;N/A
SSAB-A.ST;SSAB A;61.1;123;67.5;169;65.4;347;64.7;213;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-A.ST;N/A;N/A;N/A
SSAB-B.ST;SSAB B;78.6;130;79.4;185;69.0;360;75.7;225;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-B.ST;N/A;N/A;N/A
SSM.ST;SSM HOLDING;70.6;186;60.9;183;60.9;183;64.1;184;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;11;135659;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135659&marketid=11
STAR-A.ST;STARBREEZE A;76.9;226;76.7;286;73.7;772;75.8;428;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-A.ST;N/A;N/A;N/A
STAR-B.ST;STARBREEZE B;65.0;161;60.5;152;61.4;329;62.3;214;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST;N/A;N/A;N/A
STE-A.ST;STORA ENSO A;66.7;122;61.2;139;62.1;187;63.3;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-A.ST;N/A;N/A;N/A
STEF-B.ST;STENDORREN FASTIGHETER;60.0;99;54.8;98;57.1;151;57.3;116;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STEF-B.ST;N/A;N/A;N/A
STE-R.ST;STORA ENSO R;63.2;131;55.8;132;58.2;186;59.1;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-R.ST;N/A;N/A;N/A
STIL.ST;STILLE;41.2;119;58.1;168;60.0;400;53.1;229;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STIL.ST;11;32001;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32001&marketid=11
STRAX.ST;STRAX;52.9;101;55.9;116;52.2;143;53.7;120;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;11;5116;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5116&marketid=11
STW.ST;SEATWIRL;73.7;159;64.7;329;62.9;321;67.1;269;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STW.ST;11;130457;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=130457&marketid=11
SUSW.ST;SURGICAL SCIENCE SWEDEN;77.8;113;75.0;131;75.0;131;75.9;125;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;N/A;N/A;N/A
SVED-B.ST;SVEDBERGS I DALSTORP B;50.0;100;42.1;91;47.4;116;46.5;102;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVED-B.ST;N/A;N/A;N/A
SVIK.ST;STUDSVIK;60.0;107;48.6;110;46.7;301;51.8;172;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVIK.ST;11;13094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13094&marketid=11
SVOL-A.ST;SVOLDER A;50.0;100;50.0;116;52.8;176;50.9;130;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;N/A;N/A;N/A
SVOL-B.ST;SVOLDER B;70.0;102;66.7;131;63.2;240;66.6;157;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-B.ST;N/A;N/A;N/A
SWEC-A.ST;SWECO A;27.8;88;31.2;84;50.0;187;36.3;119;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-A.ST;N/A;N/A;N/A
SWEC-B.ST;SWECO B;81.0;133;72.1;147;65.4;210;72.8;163;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWEC-B.ST;N/A;N/A;N/A
SWED-A.ST;SWEDBANK A;64.7;108;40.5;92;48.1;115;51.1;105;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWED-A.ST;N/A;N/A;N/A
SWMA.ST;SWEDISH MATCH;69.2;112;58.1;112;58.2;127;61.8;117;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWMA.ST;N/A;N/A;N/A
SWOL-B.ST;SWEDOL B;66.7;103;45.5;107;52.2;192;54.8;134;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWOL-B.ST;N/A;N/A;N/A
SYSR.ST;SYSTEMAIR;55.0;100;46.7;97;40.0;97;47.2;98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SYSR.ST;11;43007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43007&marketid=11
TALK.ST;TALKPOOL;63.6;185;63.9;195;65.0;258;64.2;212;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TALK.ST;11;122573;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122573&marketid=11
TANGI.ST;TANGIAMO TOUCH TECHNOLOGY;75.0;154;65.4;201;65.4;201;68.6;185;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;11;135872;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135872&marketid=11
TASTE.ST;MYTASTE;54.5;95;48.0;76;44.1;129;48.9;100;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TASTE.ST;11;71541;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=71541&marketid=11
TCC.ST;TC CONNECT;80.0;166;63.2;141;63.2;141;68.8;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;11;139136;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139136&marketid=11
TCT.ST;TCT TECH SWEDEN;88.2;146;60.6;114;55.4;332;68.1;197;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCT.ST;11;115953;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115953&marketid=11
TEL2-A.ST;TELE2 A;63.2;106;65.7;114;69.9;192;66.3;137;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-A.ST;N/A;N/A;N/A
TEL2-B.ST;TELE2 B;63.2;105;57.8;114;57.0;131;59.3;116;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEL2-B.ST;N/A;N/A;N/A
TEONE.ST;TARGETEVERYONE;50.0;109;37.5;66;49.2;120;45.6;98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;11;110094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110094&marketid=11
TERRNT-B.ST;TERRANET HOLDING;53.8;157;50.0;146;50.0;146;51.3;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;N/A;N/A;N/A
TETY.ST;TETHYS OIL;57.9;123;63.6;181;63.1;331;61.5;211;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TETY.ST;11;24588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=24588&marketid=11
TFBANK.ST;TF BANK;45.0;96;50.0;96;52.1;106;49.0;99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;11;123340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123340&marketid=11
TGATE.NGM;THREE GATES;33.3;56;40.6;50;47.6;89;40.5;65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TGATE.NGM;N/A;N/A;N/A
THQN-B.ST;THQ NORDIC;71.4;250;62.2;409;65.3;554;66.3;404;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THQN-B.ST;N/A;N/A;N/A
THULE.ST;THULE GROUP;70.6;116;61.3;122;59.7;155;63.9;131;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=THULE.ST;11;104058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104058&marketid=11
TIEN.ST;TIETO;76.5;117;59.5;119;66.2;154;67.4;130;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TIEN.ST;11;4025;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4025&marketid=11
TLSN.ST;TELIA COMPANY;66.7;106;69.7;122;57.3;117;64.6;115;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TLSN.ST;N/A;N/A;N/A
TMG.ST;THE MARKETING GROUP;60.0;128;67.6;594;70.2;1998;65.9;906;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TMG.ST;11;122959;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122959&marketid=11
TOBII.ST;TOBII;72.2;163;68.8;241;66.7;382;69.2;262;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBII.ST;11;108332;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108332&marketid=11
TOBIN.ST;TOBIN PROPERTIES;57.1;151;58.1;175;55.3;158;56.8;161;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;11;128463;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128463&marketid=11
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;38.9;103;35.0;101;33.8;43;35.9;82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;N/A;N/A;N/A
TRAC-B.ST;TRACTION B;60.0;110;56.4;149;60.0;240;58.8;166;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRAC-B.ST;N/A;N/A;N/A
TRANS.ST;TRANSTEMA;68.8;199;70.0;314;67.7;2512;68.8;1008;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRANS.ST;11;109528;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109528&marketid=11
TREL-B.ST;TRELLEBORG B;53.8;112;54.3;121;63.4;171;57.2;134;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TREL-B.ST;N/A;N/A;N/A
TRENT.ST;TRENTION;55.6;109;58.8;120;40.4;104;51.6;111;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRENT.ST;11;2282;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2282&marketid=11
TROAX.ST;TROAX GROUP;63.2;110;68.6;177;56.3;290;62.7;192;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TROAX.ST;11;107899;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=107899&marketid=11
UFLX-B.ST;UNIFLEX B;54.5;114;40.0;119;47.1;148;47.2;127;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UFLX-B.ST;N/A;N/A;N/A
ULED.NGM;UNI-LIGHT LED;30.8;-13;34.1;-11;34.5;-10;33.1;-11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;N/A;N/A;N/A
UNIBAP.ST;UNIBAP;47.4;122;55.2;255;55.2;255;52.6;210;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;11;135385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135385&marketid=11
UTG.ST;UNLIMITED TRAVEL GROUP;46.7;125;48.3;146;50.8;230;48.6;167;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;11;37471;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37471&marketid=11
VBG-B.ST;VBG B;71.4;127;60.6;154;58.2;226;63.4;169;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VBG-B.ST;N/A;N/A;N/A
VEMF-SDB.ST;VOSTOK EMERGING FINANCE SDR;63.6;118;52.0;125;55.1;189;56.9;144;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VEMF-SDB.ST;N/A;N/A;N/A
VERI.ST;VERISEC;76.2;155;60.5;218;64.7;295;67.1;222;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VERI.ST;11;104860;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104860&marketid=11
VICO.ST;VICORE PHARMA HOLDING;75.0;165;64.3;301;53.6;954;64.3;473;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICO.ST;11;116629;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116629&marketid=11
VICP.ST;VICTORIA PARK;42.1;100;48.6;120;52.2;228;47.6;149;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP.ST;N/A;N/A;N/A
VICP-B.ST;VICTORIA PARK B;66.7;115;62.1;133;61.4;294;63.4;180;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-B.ST;N/A;N/A;N/A
VICP-PREF.ST;VICTORIA PARK PRF;33.3;92;36.1;97;40.0;108;36.5;99;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP-PREF.ST;N/A;N/A;N/A
VIT-B.ST;VITEC SOFTWARE GROUP B;57.9;110;51.4;133;52.2;218;53.8;153;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VIT-B.ST;N/A;N/A;N/A
VITR.ST;VITROLIFE;63.2;102;60.6;157;67.1;408;63.6;222;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VITR.ST;11;13469;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13469&marketid=11
VNV-SDB.ST;VOSTOK NEW VENTURES SDR;57.1;102;51.4;99;59.4;185;56.0;128;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VNV-SDB.ST;N/A;N/A;N/A
VOLO.ST;VOLATI;47.1;122;48.7;156;48.8;155;48.2;144;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO.ST;11;129150;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129150&marketid=11
VOLO-PREF.ST;VOLATI PRF;33.3;98;40.0;105;37.5;113;36.9;105;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO-PREF.ST;N/A;N/A;N/A
VOLV-A.ST;VOLVO A;69.2;106;65.7;125;67.1;210;67.3;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-A.ST;N/A;N/A;N/A
VOLV-B.ST;VOLVO B;64.7;116;63.4;126;59.0;199;62.4;147;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLV-B.ST;N/A;N/A;N/A
VRG-B.ST;VENUE B;47.4;99;45.2;98;49.2;167;47.3;121;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VRG-B.ST;N/A;N/A;N/A
