NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_24_PERCENT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
POLY.ST;POLYPLANK;0.1495;57.1;106;66.7;115;62.2;354;62.0;191;45.5;4.44;-1.67;22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLY.ST;11;87179;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87179&marketid=11
POLYG.ST;POLYGIENE;10.65;55.0;98;41.0;84;45.9;111;47.3;97;50.0;1.0;-0.39;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;11;119989;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=119989&marketid=11
POOL-B.ST;POOLIA B;13.0;41.2;84;31.7;69;38.7;77;37.2;76;33.3;-0.16;-0.88;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;11;3974;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3974&marketid=11
PRCO-B.ST;PRECIO FISHBONE B;19.85;57.1;106;56.7;102;58.6;115;57.5;107;64.3;0.79;1.17;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRCO-B.ST;11;62455;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=62455&marketid=11
PREC.ST;PRECISE BIOMETRICS;1.43;41.2;80;52.0;127;53.1;489;48.8;232;41.7;7.25;-1.3;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREC.ST;11;10751;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=10751&marketid=11
PREV-B.ST;PREVAS B;17.7;43.8;123;30.6;104;38.3;127;37.6;118;41.4;1.18;-1.08;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PREV-B.ST;11;1039;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1039&marketid=11
PRIC-B.ST;PRICER B;8.64;64.7;107;60.6;106;60.6;170;62.0;127;62.9;1.95;0.82;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIC-B.ST;11;1040;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1040&marketid=11
PRIME.ST;PRIME LIVING;74.4;88.9;114;66.7;140;64.4;286;73.3;180;63.6;5.14;1.96;22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRIME.ST;11;110385;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110385&marketid=11
PRLD.NGM;PROLIGHT DIAGNOSTICS;4.82;71.4;1540;68.2;2236;68.2;2236;69.3;2004;80.0;44.66;20.06;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRLD.NGM;N/A;N/A;N/A
PROB.ST;PROBI AB;421.0;66.7;153;69.4;203;68.2;985;68.1;447;65.6;7.54;5.49;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROB.ST;11;27701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=27701&marketid=11
PROF-B.ST;PROFILGRUPPEN B;117.0;57.9;121;56.1;124;55.7;276;56.6;173;63.3;4.24;1.03;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PROF-B.ST;11;929;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=929&marketid=11
PXXS-SDB.ST;PEARL EXPLORATION AND PROD GDR;6.78;61.5;127;51.4;176;47.6;513;53.5;272;48.4;5.26;0.0;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST;11;41187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41187&marketid=11
QLRO.ST;QLIRO GROUP;13.2;33.3;91;50.0;115;54.2;201;45.8;135;51.4;2.36;0.93;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QLRO.ST;11;79303;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79303&marketid=11
QUART-PREF.ST;QUARTIERS PROPERTIES PRF;9.98;22.2;97;22.2;96;30.4;97;24.9;96;30.0;0.14;-0.4;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;11;139716;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139716&marketid=11
RATO-A.ST;RATOS A;41.9;81.2;134;63.9;141;65.3;249;70.1;174;54.3;1.85;0.22;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST;11;1044;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1044&marketid=11
RATO-B.ST;RATOS B;33.52;70.0;112;64.7;118;60.0;151;64.9;127;61.5;1.29;0.61;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-B.ST;11;1045;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1045&marketid=11
RAY-B.ST;RAYSEARCH LABORATORIES B;142.5;88.9;169;75.0;204;66.7;503;76.9;292;68.8;5.52;3.27;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RAY-B.ST;11;1063;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1063&marketid=11
RECI-B.ST;RECIPHARM AB;94.9;65.0;119;57.9;144;62.9;235;61.9;166;67.6;1.66;1.02;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RECI-B.ST;11;100208;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100208&marketid=11
REJL-B.ST;REJLERS B;52.4;57.1;106;60.0;148;57.1;207;58.1;153;41.9;2.0;-0.31;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REJL-B.ST;11;37758;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37758&marketid=11
RENT.NGM;RENTUNDER HOLDING;4.01;75.0;136;77.3;157;77.3;157;76.5;150;70.0;2.73;1.34;11;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RENT.NGM;N/A;N/A;N/A
RESURS.ST;RESURS HOLDING;58.0;44.4;95;62.5;120;70.4;180;59.1;131;69.2;2.37;1.48;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RESURS.ST;11;121360;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121360&marketid=11
REZT.ST;REZIDOR HOTEL GROUP;22.25;61.1;117;52.6;112;60.3;139;58.0;122;46.4;0.81;0.0;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=REZT.ST;11;37352;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37352&marketid=11
RISEN.NGM;RIPASSO ENERGY;8.1;72.2;521;70.3;420;67.5;376;70.0;439;57.9;11.95;0.44;20;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RISEN.NGM;N/A;N/A;N/A
RLS.ST;RUBICON LIFE SCIENCE;7.08;71.4;196;59.3;199;56.1;358;62.3;251;50.0;4.69;0.21;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RLS.ST;11;87701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87701&marketid=11
RNBS.ST;RETAIL AND BRANDS;8.4;45.5;94;42.5;95;50.0;146;46.0;111;41.2;0.9;-0.39;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RNBS.ST;11;13467;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13467&marketid=11
RROS.ST;ROTTNEROS;7.48;75.0;122;51.5;133;52.4;153;59.6;136;51.6;1.49;0.0;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RROS.ST;11;930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=930&marketid=11
RTC.ST;RETHINKING CARE SWEDEN;1.95;66.7;104;57.1;134;57.1;134;60.3;124;46.2;3.22;-0.59;14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RTC.ST;11;131080;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=131080&marketid=11
SAAB-B.ST;SAAB B;387.0;70.6;112;80.6;182;66.2;253;72.5;182;75.7;2.46;1.11;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAAB-B.ST;11;1051;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1051&marketid=11
SAGA-A.ST;SAGAX;103.0;36.4;95;48.3;111;52.7;225;45.8;143;51.9;3.06;0.67;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-A.ST;N/A;N/A;N/A
SAGA-B.ST;SAGAX B;100.6;52.9;95;50.0;101;52.2;146;51.7;114;52.9;1.66;0.61;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-B.ST;11;93169;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93169&marketid=11
SAGA-D.ST;SAGAX LINE D;32.4;38.5;100;59.3;112;54.5;110;50.8;107;81.2;1.09;0.4;16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-D.ST;11;128555;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128555&marketid=11
SAGA-PREF.ST;SAGAX PRF;35.0;52.9;95;64.5;104;58.0;110;58.5;103;67.6;0.56;0.37;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-PREF.ST;11;43046;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=43046&marketid=11
SALT-B.ST;SALTX TECHNOLOGY HOLDING;17.2;57.1;140;60.0;667;58.0;5896;58.4;2234;55.9;14.47;1.93;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-B.ST;11;108329;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108329&marketid=11
SALT-TO-2B.ST;SALTX TECHNOLOGY HOLDING SUBSCR OPT;3.74;64.3;134;67.9;629;69.4;1476;67.2;746;47.1;20.57;0.66;18;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SALT-TO-2B.ST;N/A;N/A;N/A
SAND.ST;SANDVIK;153.9;64.3;121;50.0;111;52.2;171;55.5;134;63.6;1.67;0.88;45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAND.ST;11;4928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4928&marketid=11
SANION.ST;SANIONA A/S;28.5;71.4;125;76.7;210;74.2;1079;74.1;471;75.0;6.36;3.59;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SANION.ST;11;100428;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100428&marketid=11
SAPIAB.ST;SALTANGEN;124.0;52.9;110;41.5;108;42.3;116;45.6;111;57.1;0.67;0.11;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;11;105300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105300&marketid=11
SARSYS.NGM;SCANDINAVIAN AIRPORT AND ROAD SYSTEM;5.28;21.1;56;27.6;41;27.6;41;25.4;46;21.4;-3.75;-4.21;14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;N/A;N/A;N/A
SAS.ST;SAS;21.0;57.9;125;60.6;221;55.8;262;58.1;202;48.6;2.4;-0.45;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST;11;13557;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13557&marketid=11
SAS-PREF.ST;SAS PRF;;;;;;;;;;;;;;;11;99999;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99999&marketid=11
SAVOS.ST;SAVO SOLAR;0.598;60.0;156;64.5;1718;63.9;4909;62.8;2261;60.0;10.15;0.51;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAVOS.ST;11;108026;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108026&marketid=11
SAXG.ST;SAXLUND GROUP;1.98;35.0;101;37.5;143;47.6;159;40.0;134;29.0;-2.02;-0.87;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAXG.ST;11;32880;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32880&marketid=11
SBB-B.ST;SAMHALLSBYGGNADSBOLAGET I NORDEN;7.23;47.6;110;54.3;137;50.6;266;50.8;171;50.0;3.19;0.38;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SBB-B.ST;11;103614;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103614&marketid=11
SCA-A.ST;SVENSKA CELLULOSA A;87.4;56.2;136;47.6;145;56.6;181;53.5;154;59.5;1.84;0.51;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-A.ST;11;322;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=322&marketid=11
SCA-B.ST;SVENSKA CELLULOSA B;85.24;70.6;132;62.9;142;54.3;144;62.6;139;65.0;1.54;0.8;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCA-B.ST;11;323;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=323&marketid=11
SCST.ST;SCANDI STANDARD;59.2;28.6;99;32.6;86;44.3;110;35.2;98;46.2;0.64;0.0;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SCST.ST;11;101634;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101634&marketid=11
SDIP-B.ST;SDIPTECH;42.3;73.7;125;66.7;127;66.7;127;69.0;126;53.8;1.08;-0.77;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-B.ST;11;137416;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137416&marketid=11
SDIP-PREF.ST;SDIPTECH PRF;105.0;10.5;89;32.3;102;31.2;96;24.7;95;32.3;0.53;-0.25;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-PREF.ST;11;106736;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106736&marketid=11
SDOS.ST;SCANDIDOS;6.01;62.5;145;64.3;261;48.5;214;58.4;206;53.1;3.02;0.52;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST;11;100380;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100380&marketid=11
SEAM.ST;SEAMLESS DISTRIBUTION B;;;;;;;;;;;;;;;N/A;N/A;N/A
SEB-A.ST;SE BANKEN A;97.74;55.0;103;52.3;96;60.5;139;55.9;112;56.8;1.46;0.27;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-A.ST;N/A;N/A;N/A
SEB-C.ST;SE BANKEN C;99.9;72.2;110;61.1;103;62.9;146;65.4;119;70.6;1.36;0.89;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEB-C.ST;N/A;N/A;N/A
SECARE.ST;SWEDENCARE;34.2;52.6;125;61.3;133;54.9;123;56.3;127;60.0;1.7;0.58;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECARE.ST;11;123400;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123400&marketid=11
SECI.ST;SECITS HOLDING;8.06;50.0;68;54.2;87;54.2;87;52.8;80;36.4;-0.86;-3.66;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECI.ST;11;137562;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137562&marketid=11
SECT-B.ST;SECTRA B;176.2;36.4;108;40.0;127;44.6;192;40.3;142;58.3;2.42;1.1;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECT-B.ST;11;3083;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3083&marketid=11
SECU-B.ST;SECURITAS B;143.8;80.0;114;67.7;128;65.1;143;70.9;128;67.7;1.38;1.32;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECU-B.ST;11;401;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=401&marketid=11
SEMC.ST;SEMCON;56.2;50.0;124;50.0;139;45.6;208;48.5;157;48.5;2.51;0.32;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEMC.ST;11;1054;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1054&marketid=11
SENS.ST;SENSYS GATSO;1.228;60.9;241;59.5;356;64.4;513;61.6;370;58.3;4.34;0.13;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SENS.ST;11;12241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=12241&marketid=11
SERT.ST;SERSTECH;2.13;55.6;316;58.8;493;56.2;7524;56.9;2777;41.9;20.93;-0.51;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SERT.ST;11;96216;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=96216&marketid=11
SES.ST;SCAND ENVIRO SYS;1.985;57.1;529;53.6;590;52.9;1288;54.5;802;45.5;9.51;0.0;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SES.ST;11;101603;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101603&marketid=11
SEYE.ST;SMART EYE;40.1;77.3;85;69.2;106;70.0;109;72.2;100;73.7;1.89;1.52;20;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEYE.ST;11;128635;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128635&marketid=11
SEZI.ST;SENZIME;7.64;50.0;111;50.0;116;54.7;257;51.6;161;58.1;3.92;1.17;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SEZI.ST;11;56147;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56147&marketid=11
SF.ST;STILLFRONT GROUP;178.0;85.7;168;70.0;288;61.2;410;72.3;288;66.7;5.26;1.17;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SF.ST;11;116312;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116312&marketid=11
SHB-A.ST;SVENSKA HANDELSBANKEN A;115.3;75.0;108;63.9;104;62.7;140;67.2;117;56.8;1.14;0.48;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-A.ST;11;340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=340&marketid=11
SHB-B.ST;HANDELSBANKEN B;123.2;61.9;115;71.1;125;68.0;162;67.0;134;67.6;1.36;1.0;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHB-B.ST;N/A;N/A;N/A
SHOT.ST;SCANDIC HOTELS GROUP;86.8;55.0;116;53.1;125;48.5;180;52.2;140;57.6;2.06;1.13;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SHOT.ST;11;115964;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115964&marketid=11
SIMRIS-B.ST;SIMRIS ALG;10.15;60.0;169;45.5;163;55.1;258;53.5;196;45.8;4.11;0.43;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;11;121365;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121365&marketid=11
SINT.ST;SINTERCAST;64.8;66.7;126;43.8;106;44.3;100;51.6;110;38.2;0.13;-0.61;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;11;1058;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1058&marketid=11
SJR-B.ST;SJR B;48.5;64.7;114;57.1;132;56.3;142;59.4;129;60.0;1.6;1.0;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SJR-B.ST;11;39303;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=39303&marketid=11
SKA-B.ST;SKANSKA B;171.35;44.4;109;50.0;115;51.2;137;48.5;120;56.1;0.86;0.11;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKA-B.ST;11;283;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=283&marketid=11
SKF-A.ST;SKF A;173.6;66.7;109;61.0;138;56.3;170;61.3;139;58.1;1.62;0.34;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-A.ST;11;284;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=284&marketid=11
SKF-B.ST;SKF B;174.3;76.9;113;54.5;132;57.7;160;63.0;135;57.9;1.76;0.89;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKF-B.ST;11;285;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=285&marketid=11
SKIS-B.ST;SKISTAR B;166.2;87.5;130;76.5;205;58.3;264;74.1;199;60.0;2.97;1.47;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SKIS-B.ST;11;939;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=939&marketid=11
SMF.ST;SEMAFO;21.8;75.0;128;58.3;118;61.4;307;64.9;184;61.8;3.21;2.45;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SMF.ST;11;84981;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=84981&marketid=11
SNM.ST;SHAMARAN PETROLEUM;0.478;68.4;147;71.4;202;59.7;376;66.5;241;53.1;3.37;0.47;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SNM.ST;11;82824;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=82824&marketid=11
SOBI.ST;SWEDISH ORPHAN BIOVITRUM;142.65;86.7;119;68.6;120;59.7;130;71.7;123;63.2;1.22;1.22;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOBI.ST;11;36316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=36316&marketid=11
SOF-B.ST;SOFTRONIC B;15.4;43.8;115;46.9;162;39.4;169;43.4;148;53.1;2.25;0.33;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOF-B.ST;11;1546;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1546&marketid=11
SOLT.ST;SOLTECH ENERGY;8.78;68.8;173;69.2;300;72.5;439;70.2;304;64.0;5.39;2.26;25;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOLT.ST;11;110738;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110738&marketid=11
SONE.ST;SONETEL;13.6;41.7;90;57.9;122;57.9;122;52.5;111;55.6;1.26;2.16;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SONE.ST;11;136229;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136229&marketid=11
SOSIL.NGM;SOTKAMO SILVER;3.51;47.1;105;42.9;79;50.8;291;46.9;158;46.7;4.54;-0.43;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOSIL.NGM;N/A;N/A;N/A
SPIFFX.ST;SPIFFX;2.25;66.7;514;71.4;738;57.1;1095;65.1;782;48.1;9.25;-1.41;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPIFFX.ST;11;108517;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=108517&marketid=11
SPOR.ST;SPORTAMORE;115.4;76.5;151;75.8;244;70.1;556;74.1;317;69.7;6.0;3.62;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPOR.ST;11;90180;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90180&marketid=11
SPRINT.ST;SPRINT BIOSCIENCE;14.45;21.1;66;37.0;93;46.6;151;34.9;103;34.5;1.75;-1.16;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SPRINT.ST;11;103613;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103613&marketid=11
SRNKE-B.ST;SERNEKE GROUP;96.6;63.2;116;58.5;140;60.5;147;60.7;134;61.9;1.77;0.58;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SRNKE-B.ST;11;129023;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129023&marketid=11
SSAB-A.ST;SSAB A;48.6;57.9;123;64.1;160;66.2;360;62.7;214;67.6;4.1;2.5;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-A.ST;11;300;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=300&marketid=11
SSAB-B.ST;SSAB B;39.3;80.0;130;79.4;185;69.9;352;76.4;222;65.9;3.68;1.94;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSAB-B.ST;11;301;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=301&marketid=11
SSM.ST;SSM HOLDING;17.58;72.2;183;62.5;180;62.5;180;65.7;181;54.5;1.66;0.1;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;11;135659;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135659&marketid=11
STAR-A.ST;STARBREEZE A;10.62;78.6;240;76.7;280;74.1;821;76.5;447;75.0;6.21;3.24;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-A.ST;11;110197;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110197&marketid=11
STAR-B.ST;STARBREEZE B;10.62;60.0;156;57.9;142;60.6;325;59.5;207;54.3;3.54;1.19;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST;11;5285;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5285&marketid=11
STE-A.ST;STORA ENSO A;153.0;65.2;124;61.2;135;61.8;190;62.7;149;72.1;1.98;1.69;44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-A.ST;11;2169;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2169&marketid=11
STEF-B.ST;STENDORREN FASTIGHETER;72.8;60.0;99;54.8;98;59.0;153;57.9;116;66.7;1.83;0.93;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STEF-B.ST;11;80255;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=80255&marketid=11
STE-R.ST;STORA ENSO R;152.5;57.9;110;55.6;135;58.0;191;57.2;145;66.7;2.36;1.54;40;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STE-R.ST;11;2170;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=2170&marketid=11
