NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_TOTAL;BUYS_24_PERCENT_CORRECT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;PER_CHANGE_HIGHEST_THROUGH_CURRENT;PRICE_CHANGE_PERCENT_AVERAGE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
ADVE.ST;ADVENICA;13.35;55.6;125;56.8;158;57.4;237;56.6;173;34;54,5;2,88;0,34;64,45;5,3;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADVE.ST;11;102777;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=102777&marketid=11
CLDRE-B.NGM;CLOUDREPUBLIC;7.0;60.0;58;54.2;47;54.2;47;56.1;50;12;54,5;-0,29;-1,06;66,67;13,39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLDRE-B.NGM;N/A;N/A;N/A
MAHA-A-TO-1.ST;MAHA ENERGY SUBSCR OPT;;;;;;;;;;;;;;;;;N/A;N/A;N/A
MANTEX.ST;MANTEX;4.77;66.7;180;66.7;280;66.7;280;66.7;246;9;50;13,76;3,61;48,79;12,76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MANTEX.ST;11;136007;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136007&marketid=11
BTS-B.ST;BTS GROUP B;104.5;58.8;105;51.4;96;47.8;105;52.7;102;33;54,5;1,05;0,27;0;2,12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BTS-B.ST;11;13288;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13288&marketid=11
MACK-B.ST;MACKMYRA SVENSK WHISKEY B;16.8;65.0;137;58.8;238;47.1;211;57.0;195;34;54,5;3,11;0,39;7,52;4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;11;85847;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85847&marketid=11
RATO-A.ST;RATOS A;42.6;75.0;134;61.1;141;63.9;249;66.7;174;36;54,3;1,85;0,22;73,99;3,66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RATO-A.ST;11;1044;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1044&marketid=11
STAR-B.ST;STARBREEZE B;10.45;60.0;156;57.9;142;60.6;325;59.5;207;35;54,3;3,54;1,19;131,27;5,82;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STAR-B.ST;11;5285;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5285&marketid=11
NET-B.ST;NETENT;46.06;55.6;124;50.0;161;58.3;273;54.6;186;36;54,3;1,94;1,55;86,87;3,34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;N/A;N/A;N/A
MCNH.NGM;MEDICA CLINICAL NORTH;;;;;;;;;;;;;;;;;N/A;N/A;N/A
MCOV-B.ST;MEDICOVER;62.1;72.7;125;60.0;116;60.0;116;64.2;119;7;71,4;2,58;0,82;13,04;4;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;11;138158;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138158&marketid=11
GUNN.ST;GUNNEBO;30.85;73.3;133;64.9;148;57.7;164;65.3;148;35;54,3;1,07;0,31;63,49;2,5;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GUNN.ST;11;816;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=816&marketid=11
BEIA-B.ST;BEIJER ALMA B;245.0;57.1;108;60.0;148;53.5;162;56.9;139;35;54,3;1,89;0,39;14,47;2,73;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BEIA-B.ST;11;875;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=875&marketid=11
BYGGP.ST;BYGGPARTNER I DALARNA HOLDING;33.9;55.6;127;51.1;119;49.0;118;51.9;121;24;54,2;0,6;-0,11;31,04;2,2;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BYGGP.ST;11;129518;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129518&marketid=11
MELK.ST;MELKER SCHORLING;;;;;;;;;;;;;;;;;N/A;N/A;N/A
AGRO.ST;AGROMINO;19.1;53.3;97;51.6;121;54.1;232;53.0;150;36;54,1;2,14;0,5;78,74;4,53;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGRO.ST;11;40543;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40543&marketid=11
SDIP-B.ST;SDIPTECH;42.7;73.7;125;66.7;127;66.7;127;69.0;126;13;53,8;1,08;-0,77;19,4;3,45;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-B.ST;11;137416;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137416&marketid=11
XACT-BEAR-2.ST;XACT BEAR2 ETF;55.18;43.8;110;50.0;126;57.5;147;50.4;127;40;53,8;0,7;0,13;94,03;2,89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR-2.ST;N/A;N/A;N/A
MIND.ST;MINDMANCER;;;;;;;;;;;;;;;;;N/A;N/A;N/A
AXFO.ST;AXFOOD;146.95;54.5;112;39.6;102;50.0;119;48.0;111;42;53,7;0,58;0,33;11,56;1,52;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXFO.ST;11;4590;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4590&marketid=11
ZETA.ST;ZETA DISPLAY;18.4;50.0;138;57.6;213;54.8;557;54.1;302;31;53,3;6,24;0,67;42,31;7,41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA.ST;11;81310;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81310&marketid=11
IVSO.ST;INVISIO COMMUNICATIONS;65.9;68.8;111;63.3;200;59.1;245;63.7;185;33;53,1;2,55;0,72;35,42;3,93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVSO.ST;11;34597;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=34597&marketid=11
ENRO-PREF.ST;ENIRO PRF;150.0;58.3;117;56.2;252;58.5;310;57.7;226;32;53,1;5;0,46;92,64;8,44;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENRO-PREF.ST;11;88768;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=88768&marketid=11
NIBE-B.ST;NIBE INDUSTRIER B;78.34;52.9;112;57.1;145;55.4;182;55.1;146;32;53,1;2,12;0,85;8,03;2,75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;11;921;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=921&marketid=11
MEAB-B.ST;MALMBERGS ELEKTRISKA B;99.4;46.7;104;57.6;113;55.2;123;53.2;113;33;53,1;0,99;0,31;67,51;2,62;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEAB-B.ST;11;3223;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3223&marketid=11
SWOL-B.ST;SWEDOL B;33.2;68.8;126;47.1;132;54.5;239;56.8;165;33;53,1;3,01;0,78;1,3;3,46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SWOL-B.ST;11;55913;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55913&marketid=11
TEONE.ST;TARGETEVERYONE;2.2;53.3;119;39.4;72;50.8;134;47.8;108;32;53,1;1,42;-0,04;82,72;5,94;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;11;110094;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110094&marketid=11
MSC-B.ST;MSC GROUP;;;;;;;;;;;;;;;;;N/A;N/A;N/A
MSON-A.ST;MIDSONA A;;;;;;;;;;;;;;;;;11;3921;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3921&marketid=11
NGS.ST;NGS GROUP;43.4;50.0;99;47.1;111;50.0;130;49.0;113;33;53,1;1,21;0,27;26,45;2,58;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGS.ST;11;122588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122588&marketid=11
SDOS.ST;SCANDIDOS;5.98;62.5;145;64.3;261;48.5;214;58.4;206;33;53,1;3,02;0,52;30,34;5,24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDOS.ST;11;100380;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100380&marketid=11
KAPIAB.ST;KALLEBACK PROPERTY INVEST;138.5;40.0;96;48.5;105;47.7;106;45.4;102;32;53,1;0,68;0,23;2,74;1,27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAPIAB.ST;11;100207;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100207&marketid=11
PEAB-B.ST;PEAB B;73.55;77.8;149;64.7;183;60.0;206;67.5;179;35;52,9;1,86;0,61;45,25;2,93;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;11;928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=928&marketid=11
ARISE.ST;ARISE AB;12.9;52.9;120;61.1;163;56.5;244;56.8;175;34;52,9;1,79;0,12;69,53;3,24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARISE.ST;11;74570;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=74570&marketid=11
DOME.ST;DOME ENERGY;0.54;43.8;107;50.0;157;55.7;387;49.8;217;35;52,9;3,61;0,22;423,3;8,07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOME.ST;11;79783;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79783&marketid=11
FIL.ST;FILO MINING;14.85;57.1;96;57.7;130;55.6;146;56.8;124;18;52,9;3,13;0,19;10,42;5,17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FIL.ST;11;126319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=126319&marketid=11
KLOV-A.ST;KLOVERN A;10.5;55.0;101;61.8;134;54.3;164;57.0;133;35;52,9;1,67;0,22;14,05;2,6;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KLOV-A.ST;11;19459;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19459&marketid=11
SVOL-A.ST;SVOLDER A;112.0;62.5;104;50.0;116;52.8;176;55.1;132;17;52,9;3,85;1,4;61,09;6,24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SVOL-A.ST;11;936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=936&marketid=11
STRAX.ST;STRAX;4.78;56.2;105;54.5;116;52.2;143;54.3;121;34;52,9;1,43;1;44,89;3,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=STRAX.ST;11;5116;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=5116&marketid=11
VICP.ST;VICTORIA PARK;34.1;41.2;94;48.6;120;52.2;228;47.3;147;34;52,9;2,97;0,33;0;3,86;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VICP.ST;N/A;N/A;N/A
BURE.ST;BURE EQUITY;92.7;50.0;96;58.8;132;56.8;202;55.2;143;37;52,8;2,57;0,65;18,97;3,38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BURE.ST;11;800;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=800&marketid=11
A1M.ST;A1M;5.49;57.7;151;57.5;185;60.3;542;58.5;292;39;52,6;3,31;0,83;603,32;8,17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=A1M.ST;11;93181;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93181&marketid=11
NETI-B.ST;NET INSIGHT B;4.83;61.1;137;57.5;147;53.8;208;57.5;164;39;52,6;2,78;0,38;82,84;5,5;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;11;3871;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3871&marketid=11
KAHL.ST;KAPPAHL;27.795;61.1;116;54.8;120;52.6;182;56.2;139;39;52,6;2,33;0,11;47,5;3,88;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAHL.ST;11;33359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33359&marketid=11
AM1S.ST;AHLSTROM-MUNKSJO;173.6;37.0;94;40.4;107;51.9;202;43.1;134;39;52,6;2,66;0,42;11,79;3,13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AM1S.ST;11;104597;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104597&marketid=11
XACT-NORDEN-30.ST;XACT NORDEN 30 ETF;113.0;47.1;98;43.6;103;50.6;110;47.1;103;40;52,5;0,67;0,22;2,8;1,36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-NORDEN-30.ST;N/A;N/A;N/A
BRAV.ST;BRAVIDA HOLDING;59.7;73.7;115;62.2;113;49.4;106;61.8;111;40;52,5;0,71;-0,06;8,93;2,08;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRAV.ST;11;113960;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=113960&marketid=11
GPX.ST;GASPOROX;14.2;60.0;142;53.8;172;53.5;188;55.8;167;21;52,4;1,43;-0,9;41,36;4,59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPX.ST;11;128307;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=128307&marketid=11
OBAB.ST;ONLINE BRANDS NORDIC;0.37;50.0;99;50.0;87;50.0;191;50.0;125;21;52,4;2,88;0,68;52,03;6,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;11;40016;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40016&marketid=11
TFBANK.ST;TF BANK;80.2;44.4;97;48.6;95;52.1;106;48.4;99;24;52,2;0,66;0,19;20,77;2,16;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;11;123340;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123340&marketid=11
SAGA-A.ST;SAGAX;103.0;36.4;95;48.3;111;52.7;225;45.8;143;27;51,9;3,06;0,67;12,74;3,75;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-A.ST;N/A;N/A;N/A
BESQ.ST;BESQAB PROJEKT & FASTIGHETER;113.0;80.0;133;64.3;180;63.3;333;69.2;215;30;51,7;2,71;1,14;107,43;4,27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BESQ.ST;11;101207;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101207&marketid=11
DOXA.ST;DOXA;1.175;75.0;165;68.8;245;60.0;349;67.9;253;30;51,7;3,14;0,1;199,75;7,21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DOXA.ST;11;100241;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=100241&marketid=11
CASO.ST;CASSANDRA OIL;0.369;75.0;220;63.3;239;65.6;417;68.0;292;32;51,6;2,51;0,23;810,18;8,46;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CASO.ST;11;25660;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25660&marketid=11
ITAB-B.ST;ITAB SHOP CONCEPT;39.1;57.1;107;60.7;120;62.5;169;60.1;132;32;51,6;1,97;0,2;106,29;4,41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ITAB-B.ST;11;56940;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=56940&marketid=11
DIGN.ST;DIGNITANA;4.48;69.2;559;57.1;660;57.8;1004;61.4;741;32;51,6;6,67;-0,09;198,1;9,19;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIGN.ST;11;66773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=66773&marketid=11
RROS.ST;ROTTNEROS;7.57;75.0;122;51.5;133;52.4;153;59.6;136;31;51,6;1,49;0;15,44;3,17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RROS.ST;11;930;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=930&marketid=11
UTG.ST;UNLIMITED TRAVEL GROUP;34.4;52.9;120;51.6;141;50.8;214;51.8;158;31;51,6;2,2;0,6;48,98;4,28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UTG.ST;11;37471;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=37471&marketid=11
ACM.ST;A CITY MEDIA;128.0;62.5;141;52.9;155;50.0;350;55.1;215;32;51,6;4,1;0,12;22,41;5,59;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACM.ST;11;116111;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116111&marketid=11
NOMI.ST;NORDIC MINES;;;;;;;;;;;;;;;;;N/A;N/A;N/A
AMAST.ST;AMSTEN HOLDING B;3.6;60.0;114;48.4;112;49.2;165;52.5;130;31;51,6;2,03;0,34;16,43;2,79;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMAST.ST;11;53228;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=53228&marketid=11
PXXS-SDB.ST;PEARL EXPLORATION AND PROD GDR;6.93;69.2;127;54.3;176;49.2;513;57.6;272;31;51,6;5,26;0;84,75;6,1;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PXXS-SDB.ST;11;41187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=41187&marketid=11
SOF-B.ST;SOFTRONIC B;15.4;43.8;115;46.9;162;40.6;173;43.8;150;32;51,6;2,38;0,46;0;2,98;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SOF-B.ST;11;1546;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1546&marketid=11
NTGRP.NGM;NET TRADING GROUP NTG;4.68;50.0;144;47.1;142;47.1;142;48.1;142;8;50;5,5;-0,57;15,38;6,66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;N/A;N/A;N/A
QLRO.ST;QLIRO GROUP;13.44;33.3;91;50.0;120;54.2;201;45.8;137;36;51,4;2,36;0,93;39,77;4,09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QLRO.ST;11;79303;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79303&marketid=11
LAMM-B.ST;LAMMHULTS DESIGN GROUP B;49.4;85.7;112;63.9;112;55.0;170;68.2;131;40;51,3;1,88;0,3;56;2,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LAMM-B.ST;11;1049;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1049&marketid=11
BUSER.ST;BAMBUSER;0.85;68.4;125;72.0;136;72.0;136;70.8;132;12;50;-1,44;0,16;433,04;9,95;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUSER.ST;11;136907;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136907&marketid=11
CMOTEC-B.ST;SCANDINAVIAN CHEMOTECH;30.0;61.5;241;62.1;280;61.3;277;61.6;266;15;50;4,66;-0,63;133,28;10,22;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CMOTEC-B.ST;11;129569;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=129569&marketid=11
MAHA-A.ST;MAHA ENERGY;6.6;44.4;91;61.3;156;60.9;186;55.5;144;23;50;2,76;-0,97;46,12;6,09;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAHA-A.ST;N/A;N/A;N/A
CCC.ST;CAVOTEC;23.5;64.3;108;58.6;121;59.0;221;60.6;150;30;50;2,4;-0,18;41,93;4,01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CCC.ST;11;84962;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=84962&marketid=11
AAP-B.ST;ARC AROMA;45.0;61.1;142;62.5;311;57.6;1091;60.4;514;33;50;6,18;0,64;71,34;6,65;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AAP-B.ST;11;93180;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93180&marketid=11
OBDU-PREF-B.NGM;OBDUCAT PRF;1.39;50.0;64;42.9;71;42.9;71;45.3;68;9;22,2;-2,76;-1,53;68,5;7,68;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-PREF-B.NGM;13;3KNF;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3KNF&marketid=13
SIMRIS-B.ST;SIMRIS ALG;10.55;69.2;168;48.5;163;57.1;258;58.3;196;24;50;4,11;0,43;122,49;6,24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SIMRIS-B.ST;11;121365;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121365&marketid=11
COLL.ST;COLLECTOR;68.4;75.0;121;55.3;107;56.8;156;62.4;128;37;50;0,92;0,23;83,43;2,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=COLL.ST;11;110079;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110079&marketid=11
OLDM.ST;OLD MUTUAL;;;;;;;;;;;;;;;;;11;33014;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33014&marketid=11
KABE-B.ST;KABE HUSVAGNAR B;188.5;40.9;103;56.4;151;56.5;287;51.3;180;34;50;3,06;0,23;28,91;3,26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KABE-B.ST;11;912;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=912&marketid=11
DIST.ST;DISTIT;39.9;62.5;118;60.7;129;56.5;266;59.9;171;31;50;3,25;-0,69;69,73;4,66;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIST.ST;11;81545;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81545&marketid=11
ALELIO.ST;ALELION ENERGY SYSTEMS;7.7;80.0;157;56.2;145;56.5;127;64.2;143;23;50;2,38;-0,77;42,93;6,01;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO.ST;11;123692;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123692&marketid=11
RLS.ST;RUBICON LIFE SCIENCE;7.06;71.4;196;59.3;199;56.1;358;62.3;251;28;50;4,69;0,21;99,47;6,83;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RLS.ST;11;87701;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=87701&marketid=11
SAS.ST;SAS;20.9;57.9;125;60.6;221;55.8;262;58.1;202;38;50;2,4;-0,45;27,39;4,07;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS.ST;11;13557;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=13557&marketid=11
MINEST.ST;MINESTO;2.74;66.7;171;53.8;179;55.6;360;58.7;236;27;50;3,1;0,82;170,12;6,04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MINEST.ST;11;114883;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114883&marketid=11
EXPRS2.ST;EXPRES2ION BIOTECH HOLDING;10.2;63.6;261;57.5;288;55.2;285;58.8;278;29;50;4,93;0,8;30,62;7,76;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EXPRS2.ST;11;125185;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=125185&marketid=11
INISS-B.ST;INISSION;51.0;63.2;118;51.3;136;52.8;193;55.8;149;25;50;3,08;0;15,78;4,77;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INISS-B.ST;11;110377;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110377&marketid=11
ORTI-A.ST;ORTIVUS A;6.3;58.3;190;68.2;4183;68.2;4183;64.9;2852;10;40;61,59;-0,89;414,78;42,04;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-A.ST;11;1031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1031&marketid=11
GHP.ST;GHP SPECIALTY CARE;8.44;53.3;109;51.7;129;52.4;240;52.5;159;31;50;2,57;0,22;62,9;3,8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GHP.ST;11;59064;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=59064&marketid=11
LIDDS.ST;LIDDS;14.5;66.7;214;64.5;342;52.4;300;61.2;285;31;50;4,4;0;21,8;5,97;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIDDS.ST;11;101904;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101904&marketid=11
DRIL.ST;DRILLCON;6.8;50.0;111;46.4;159;51.6;211;49.3;160;31;50;2,73;0,4;17,9;3,67;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DRIL.ST;11;35729;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35729&marketid=11
SAGA-B.ST;SAGAX B;97.0;50.0;92;48.6;99;51.4;142;50.0;111;35;50;1,55;0,4;8,98;2,72;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-B.ST;11;93169;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93169&marketid=11
PCAT.ST;PHOTOCAT;;;;;;;;;;;;;;;;;11;115935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115935&marketid=11
BILI-A.ST;BILIA A;73.9;50.0;110;47.4;125;51.2;160;49.5;131;41;50;1,01;0;32,01;2,33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BILI-A.ST;11;794;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=794&marketid=11
SBB-B.ST;SAMHALLSBYGGNADSBOLAGET I NORDEN;7.23;47.6;110;54.3;137;50.6;266;50.8;171;38;50;3,19;0,38;32,94;5,14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SBB-B.ST;11;103614;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103614&marketid=11
